method,lambda_value,similarity,learning_rate,seed,forgetting,forgetting_reduction,loss_t1_after_t1,loss_t1_after_t2,loss_t2_after_t2,ewc_loss_mean,ewc_loss_final,relative_time
ewc,0.01,0.8,0.05,0,0.03833761514397338,0.0,0.0005207724752835929,0.03885838761925697,1.7634849427849986e-05,2.8114929032517672e-08,3.9781077987299795e-08,0.3981335163116455
ewc,0.01,0.8,0.05,1,0.03743708206457086,0.0,0.00044594259816221893,0.03788302466273308,1.4562408978235908e-05,2.535474072382169e-08,3.601245524009755e-08,0.34175777435302734
ewc,0.01,0.8,0.05,2,0.0374448926304467,0.0,0.00048498500837013125,0.037929877638816833,1.929261088662315e-05,2.7335386555516623e-08,3.928528968799583e-08,0.3790750503540039
ewc,0.01,0.8,0.05,3,0.038313187658786774,0.0,0.0003858022391796112,0.038698989897966385,1.7382642909069546e-05,2.069488339912634e-08,2.9668727918874538e-08,0.39065098762512207
ewc,0.01,0.8,0.05,4,0.03690536058275029,0.0,0.0005137648549862206,0.03741912543773651,1.6552259694435634e-05,3.1826052542824684e-08,4.5034212803329865e-08,0.34346699714660645
ewc,0.1,0.8,0.05,0,0.03833690733881667,0.0,0.0005207724752835929,0.038857679814100266,1.7644877516431734e-05,2.8114479150680163e-07,3.9780283600521216e-07,0.29862141609191895
ewc,0.1,0.8,0.05,1,0.03743645249051042,0.0,0.00044594259816221893,0.03788239508867264,1.4571148312825244e-05,2.535436183922976e-07,3.6011780935041315e-07,0.38872647285461426
ewc,0.1,0.8,0.05,2,0.03744419600116089,0.0,0.00048498500837013125,0.03792918100953102,1.930367579916492e-05,2.733495855503018e-07,3.928451519641385e-07,0.3428537845611572
ewc,0.1,0.8,0.05,3,0.0383126437664032,0.0,0.0003858022391796112,0.03869844600558281,1.7390771972713992e-05,2.069463336916433e-07,2.96682770795087e-07,0.29488635063171387
ewc,0.1,0.8,0.05,4,0.03690458572236821,0.0,0.0005137648549862206,0.03741835057735443,1.6563546523684636e-05,3.18254660989295e-07,4.5033166884422826e-07,0.3152751922607422
ewc,1.0,0.8,0.05,0,0.0383298181113787,0.0,0.0005207724752835929,0.03885059058666229,1.774560587364249e-05,2.8109969203160556e-06,3.9772312447894365e-06,0.3288881778717041
ewc,1.0,0.8,0.05,1,0.03743013439816423,0.0,0.00044594259816221893,0.03787607699632645,1.4659038242825773e-05,2.5350551567557834e-06,3.600501258915756e-06,0.3150815963745117
ewc,1.0,0.8,0.05,2,0.03743718873010948,0.0,0.00048498500837013125,0.037922173738479614,1.941499431268312e-05,2.7330665793123266e-06,3.927674697479233e-06,0.43514561653137207
ewc,1.0,0.8,0.05,3,0.03830719366669655,0.0,0.0003858022391796112,0.03869299590587616,1.7472191757406108e-05,2.069212070293536e-06,2.9663749501196435e-06,0.35192155838012695
ewc,1.0,0.8,0.05,4,0.03689684456912801,0.0,0.0005137648549862206,0.03741060942411423,1.6676876839483157e-05,3.1819589849816367e-06,4.502274350670632e-06,0.3003275394439697
ewc,10.0,0.8,0.05,0,0.03825905249686912,0.0,0.0005207724752835929,0.03877982497215271,1.8788261513691396e-05,2.806493923063691e-05,3.9692753489362076e-05,0.3590054512023926
ewc,10.0,0.8,0.05,1,0.037367020529927686,0.0,0.00044594259816221893,0.037812963128089905,1.5568453818559647e-05,2.5312507724231992e-05,3.5937413485953584e-05,0.3226931095123291
ewc,10.0,0.8,0.05,2,0.03736725385533646,0.0,0.00048498500837013125,0.03785223886370659,2.0562221834552474e-05,2.7287803102041153e-05,3.9199199818540365e-05,0.3425896167755127
ewc,10.0,0.8,0.05,3,0.03825276717543602,0.0,0.0003858022391796112,0.03863856941461563,1.8306471247342415e-05,2.0667024038208304e-05,2.9618533517350443e-05,0.3656907081604004
ewc,10.0,0.8,0.05,4,0.0368195932242088,0.0,0.0005137648549862206,0.03733335807919502,1.7856582417152822e-05,3.176092812726328e-05,4.491866275202483e-05,0.39110827445983887
ewc,100.0,0.8,0.05,0,0.037562993180472404,0.0,0.0005207724752835929,0.038083765655756,3.2675965485395864e-05,0.00027620925156433173,0.0003891111118718982,0.3491530418395996
ewc,100.0,0.8,0.05,1,0.03674571288865991,0.0,0.00044594259816221893,0.03719165548682213,2.7613121346803382e-05,0.0002493713140307037,0.0003527272492647171,0.3328242301940918
ewc,100.0,0.8,0.05,2,0.036679159209597856,0.0,0.00048498500837013125,0.03716414421796799,3.537013253662735e-05,0.0002686498602360601,0.00038436977774836123,0.3288578987121582
ewc,100.0,0.8,0.05,3,0.037715326994657516,0.0,0.0003858022391796112,0.03810112923383713,2.8611108064069413e-05,0.0002041873481263039,0.00029172442737035453,0.3428661823272705
ewc,100.0,0.8,0.05,4,0.03606176859466359,0.0,0.0005137648549862206,0.03657553344964981,3.4150787541875616e-05,0.00031184102472946764,0.000438997580204159,0.35995960235595703
none,0.0,0.8,0.1,0,0.04011043779451029,0.0,2.210364755228511e-06,0.04011264815926552,5.986321838236108e-08,0.0,0.0,0.2883338928222656
none,0.0,0.8,0.1,1,0.0390455775063856,0.0,1.4290112630988006e-06,0.0390470065176487,4.5990592667521923e-08,0.0,0.0,0.3302419185638428
none,0.0,0.8,0.1,2,0.03926570493001691,0.0,1.656234076108376e-06,0.03926736116409302,6.660012985548747e-08,0.0,0.0,0.31136178970336914
none,0.0,0.8,0.1,3,0.04001102043878291,0.0,1.152915842794755e-06,0.0400121733546257,4.7725979612778247e-08,0.0,0.0,0.3083629608154297
none,0.0,0.8,0.1,4,0.0386086213696899,0.0,1.725245624584204e-06,0.038610346615314484,5.631263988448154e-08,0.0,0.0,0.3166337013244629
l2,0.0,0.8,0.1,0,0.04011043779451029,0.0,2.210364755228511e-06,0.04011264815926552,5.986321838236108e-08,0.0,0.0,0.27361631393432617
l2,0.0,0.8,0.1,1,0.0390455775063856,0.0,1.4290112630988006e-06,0.0390470065176487,4.5990592667521923e-08,0.0,0.0,0.31902527809143066
l2,0.0,0.8,0.1,2,0.03926570493001691,0.0,1.656234076108376e-06,0.03926736116409302,6.660012985548747e-08,0.0,0.0,0.31934046745300293
l2,0.0,0.8,0.1,3,0.04001102043878291,0.0,1.152915842794755e-06,0.0400121733546257,4.7725979612778247e-08,0.0,0.0,0.3289356231689453
l2,0.0,0.8,0.1,4,0.0386086213696899,0.0,1.725245624584204e-06,0.038610346615314484,5.631263988448154e-08,0.0,0.0,0.3002150058746338
l2,0.01,0.8,0.1,0,0.036112601532522604,0.0,2.210364755228511e-06,0.03611481189727783,9.875195974018425e-05,0.0015236033632149884,0.001796192955225706,0.35387539863586426
l2,0.01,0.8,0.1,1,0.03513731584962443,0.0,1.4290112630988006e-06,0.03513874486088753,9.824076551012695e-05,0.0015253556905911409,0.0017976697999984026,0.3518228530883789
l2,0.01,0.8,0.1,2,0.03522425296921483,0.0,1.656234076108376e-06,0.03522590920329094,0.00010210616892436519,0.001510215930140248,0.0017912974581122398,0.3391745090484619
l2,0.01,0.8,0.1,3,0.03591630427729342,0.0,1.152915842794755e-06,0.035917457193136215,0.00010099876089952886,0.0015145571700121536,0.0017935074865818024,0.32354283332824707
l2,0.01,0.8,0.1,4,0.03475693942198177,0.0,1.725245624584204e-06,0.034758664667606354,9.824801236391068e-05,0.001525783718672642,0.001797247095964849,0.35640501976013184
l2,0.1,0.8,0.1,0,0.017487118615690633,0.0,2.210364755228511e-06,0.017489328980445862,0.00439822394400835,0.007845697514914719,0.008696033619344234,0.30587220191955566
l2,0.1,0.8,0.1,1,0.016908594976030145,0.0,1.4290112630988006e-06,0.016910023987293243,0.004415468778461218,0.007826344718294421,0.008681288920342922,0.34294700622558594
l2,0.1,0.8,0.1,2,0.016674909398147975,0.0,1.656234076108376e-06,0.016676565632224083,0.004461376462131739,0.007624662282918507,0.008477306924760342,0.3374314308166504
l2,0.1,0.8,0.1,3,0.017046835335008836,0.0,1.152915842794755e-06,0.01704798825085163,0.004451841115951538,0.007676450483921144,0.00853010080754757,0.4339749813079834
l2,0.1,0.8,0.1,4,0.01682047316023727,0.0,1.725245624584204e-06,0.016822198405861855,0.004392591770738363,0.007873436142430364,0.008724181912839413,0.3361856937408447
l2,1.0,0.8,0.1,0,0.001209439606327578,0.0,2.210364755228511e-06,0.0012116499710828066,0.027413977310061455,0.005864727164575015,0.006007323507219553,0.32844972610473633
l2,1.0,0.8,0.1,1,0.001143340241014812,0.0,1.4290112630988006e-06,0.0011447692522779107,0.027337469160556793,0.005743948472591001,0.005884282756596804,0.3548622131347656
l2,1.0,0.8,0.1,2,0.0010977353734915596,0.0,1.656234076108376e-06,0.001099391607567668,0.026719503104686737,0.005447018672348349,0.005580808501690626,0.3158986568450928
l2,1.0,0.8,0.1,3,0.001124585225284136,0.0,1.152915842794755e-06,0.0011257381411269307,0.026879116892814636,0.0055180247224780035,0.005653411149978638,0.38480234146118164
l2,1.0,0.8,0.1,4,0.0011627414791064439,0.0,1.725245624584204e-06,0.001164466724731028,0.02749956026673317,0.005902178179559996,0.0060456302016973495,0.4280383586883545
l2,10.0,0.8,0.1,0,1.8142751514460542e-05,0.0,2.210364755228511e-06,2.0353116269689053e-05,0.03908241540193558,0.0008798877502558753,0.0008815655019134283,0.38877034187316895
l2,10.0,0.8,0.1,1,1.6838944702612935e-05,0.0,1.4290112630988006e-06,1.8267955965711735e-05,0.03874741494655609,0.0008545514261350035,0.0008561830036342144,0.3790757656097412
l2,10.0,0.8,0.1,2,1.579917750405002e-05,0.0,1.656234076108376e-06,1.7455411580158398e-05,0.03752098232507706,0.0008030800336273387,0.0008046154398471117,0.3372461795806885
l2,10.0,0.8,0.1,3,1.6269080902020505e-05,0.0,1.152915842794755e-06,1.742199674481526e-05,0.03782511502504349,0.0008149522989988327,0.0008165100589394569,0.42328810691833496
l2,10.0,0.8,0.1,4,1.7429800550416985e-05,0.0,1.725245624584204e-06,1.915504617500119e-05,0.03924379497766495,0.0008859595819376409,0.0008876488427631557,0.3175923824310303
l2,100.0,0.8,0.1,0,inf,0.0,2.210364755228511e-06,inf,inf,,,0.13942575454711914
l2,100.0,0.8,0.1,1,inf,0.0,1.4290112630988006e-06,inf,inf,,,0.1368868350982666
l2,100.0,0.8,0.1,2,inf,0.0,1.656234076108376e-06,inf,inf,,,0.12581539154052734
l2,100.0,0.8,0.1,3,inf,0.0,1.152915842794755e-06,inf,inf,,,0.1667780876159668
l2,100.0,0.8,0.1,4,inf,0.0,1.725245624584204e-06,inf,inf,,,0.1451570987701416
ewc,0.0,0.8,0.1,0,0.04011043779451029,0.0,2.210364755228511e-06,0.04011264815926552,5.986321838236108e-08,0.0,0.0,0.3401181697845459
ewc,0.0,0.8,0.1,1,0.0390455775063856,0.0,1.4290112630988006e-06,0.0390470065176487,4.5990592667521923e-08,0.0,0.0,0.2761521339416504
ewc,0.0,0.8,0.1,2,0.03926570493001691,0.0,1.656234076108376e-06,0.03926736116409302,6.660012985548747e-08,0.0,0.0,0.2805006504058838
ewc,0.0,0.8,0.1,3,0.04001102043878291,0.0,1.152915842794755e-06,0.0400121733546257,4.7725979612778247e-08,0.0,0.0,0.2953357696533203
ewc,0.0,0.8,0.1,4,0.0386086213696899,0.0,1.725245624584204e-06,0.038610346615314484,5.631263988448154e-08,0.0,0.0,0.28054189682006836
ewc,0.01,0.8,0.1,0,0.04011043779451029,0.0,2.210364755228511e-06,0.04011264815926552,5.986366602428461e-08,1.4125411759019491e-10,1.6813861414277653e-10,0.3366868495941162
ewc,0.01,0.8,0.1,1,0.0390455775063856,0.0,1.4290112630988006e-06,0.0390470065176487,4.5990471875256844e-08,1.0105901012610196e-10,1.2076779853931185e-10,0.35269761085510254
ewc,0.01,0.8,0.1,2,0.03926570120472661,0.0,1.656234076108376e-06,0.03926735743880272,6.660039986172706e-08,1.1799495019452457e-10,1.4184818597495763e-10,0.3420872688293457
ewc,0.01,0.8,0.1,3,0.040011024164073206,0.0,1.152915842794755e-06,0.040012177079916,4.7726281593440945e-08,7.797555587280508e-11,9.351476537577952e-11,0.3385884761810303
ewc,0.01,0.8,0.1,4,0.0386086213696899,0.0,1.725245624584204e-06,0.038610346615314484,5.6312895679866415e-08,1.3244815561321044e-10,1.5800671882004735e-10,0.32613182067871094
ewc,0.1,0.8,0.1,0,0.04011043779451029,0.0,2.210364755228511e-06,0.04011264815926552,5.98655276462523e-08,1.4125411056802343e-09,1.6813860304054629e-09,0.34501028060913086
ewc,0.1,0.8,0.1,1,0.0390455775063856,0.0,1.4290112630988006e-06,0.0390470065176487,4.59920208584208e-08,1.0105900814124085e-09,1.2076778466152405e-09,0.4225738048553467
ewc,0.1,0.8,0.1,2,0.03926570120472661,0.0,1.656234076108376e-06,0.03926735743880272,6.660220464027589e-08,1.17994945808878e-09,1.418481665460547e-09,0.3694145679473877
ewc,0.1,0.8,0.1,3,0.04001102043878291,0.0,1.152915842794755e-06,0.0400121733546257,4.772745398895495e-08,7.797555513339139e-10,9.351476260022196e-10,0.31143784523010254
ewc,0.1,0.8,0.1,4,0.0386086139191093,0.0,1.725245624584204e-06,0.03861033916473389,5.631467914213317e-08,1.3244814985987263e-09,1.580067077178171e-09,0.35579657554626465
ewc,1.0,0.8,0.1,0,0.040110404266897604,0.0,2.210364755228511e-06,0.04011261463165283,5.98854370537083e-08,1.4125398792740399e-08,1.681384453888768e-08,0.3278510570526123
ewc,1.0,0.8,0.1,1,0.03904555515464381,0.0,1.4290112630988006e-06,0.039046984165906906,4.600580183478087e-08,1.0105893977646955e-08,1.2076769806412813e-08,0.3339879512786865
ewc,1.0,0.8,0.1,2,0.03926567140240422,0.0,1.656234076108376e-06,0.03926732763648033,6.662171614379986e-08,1.1799485506631263e-08,1.4184804442152199e-08,0.3904561996459961
ewc,1.0,0.8,0.1,3,0.040010998087041116,0.0,1.152915842794755e-06,0.04001215100288391,4.7738812014586074e-08,7.79755173672611e-09,9.351471597085492e-09,0.32752203941345215
ewc,1.0,0.8,0.1,4,0.03860858784207721,0.0,1.725245624584204e-06,0.0386103130877018,5.633424038364865e-08,1.3244804011748601e-08,1.58006567829716e-08,0.30175352096557617
ewc,10.0,0.8,0.1,0,0.04011007644135134,0.0,2.210364755228511e-06,0.04011228680610657,6.008905018006772e-08,1.4125278905206818e-07,1.681368360095803e-07,0.33751726150512695
ewc,10.0,0.8,0.1,1,0.03904531301077441,0.0,1.4290112630988006e-06,0.039046742022037506,4.614216919662795e-08,1.0105827956558011e-07,1.207667992275674e-07,0.36528873443603516
ewc,10.0,0.8,0.1,2,0.03926538828034154,0.0,1.656234076108376e-06,0.03926704451441765,6.681911912664873e-08,1.1799396478417989e-07,1.4184681162987545e-07,0.3085291385650635
ewc,10.0,0.8,0.1,3,0.04001081182252619,0.0,1.152915842794755e-06,0.04001196473836899,4.785175633514882e-08,7.797514973287983e-08,9.351421681458305e-08,0.3257756233215332
ewc,10.0,0.8,0.1,4,0.03860828609356304,0.0,1.725245624584204e-06,0.03861001133918762,5.652917423049075e-08,1.324469545466861e-07,1.580050934535393e-07,0.32778358459472656
ewc,100.0,0.8,0.1,0,0.04010680191117899,0.0,2.210364755228511e-06,0.04010901227593422,6.219793391437634e-08,1.412408101437057e-06,1.6812064131954685e-06,0.3831288814544678
ewc,100.0,0.8,0.1,1,0.03904295117672518,0.0,1.4290112630988006e-06,0.03904438018798828,4.75502410779427e-08,1.0105166701647183e-06,1.2075778386133607e-06,0.3383774757385254
ewc,100.0,0.8,0.1,2,0.03926255705971471,0.0,1.656234076108376e-06,0.03926421329379082,6.884886971647575e-08,1.1798506763258664e-06,1.418345391357434e-06,0.3260679244995117
ewc,100.0,0.8,0.1,3,0.04000892310034487,0.0,1.152915842794755e-06,0.04001007601618767,4.90062852520623e-08,7.797147792449888e-07,9.350918048767198e-07,0.362337589263916
ewc,100.0,0.8,0.1,4,0.03860529468545337,0.0,1.725245624584204e-06,0.03860701993107796,5.855433826695844e-08,1.3243609898483389e-06,1.5799028005858418e-06,0.32210803031921387
none,0.0,1.0,0.01,0,-0.1189278457313776,0.0,0.14282096922397614,0.023893123492598534,0.023668980225920677,0.0,0.0,0.27222537994384766
none,0.0,1.0,0.01,1,-0.12089529819786549,0.0,0.14401620626449585,0.023120908066630363,0.022903921082615852,0.0,0.0,0.2693347930908203
none,0.0,1.0,0.01,2,-0.12649362161755562,0.0,0.15054839849472046,0.02405477687716484,0.02397826313972473,0.0,0.0,0.28929972648620605
none,0.0,1.0,0.01,3,-0.11921529099345207,0.0,0.14365245401859283,0.024437163025140762,0.02291199006140232,0.0,0.0,0.2638092041015625
none,0.0,1.0,0.01,4,-0.13154437020421028,0.0,0.15742692351341248,0.025882553309202194,0.025572339072823524,0.0,0.0,0.30548715591430664
l2,0.0,1.0,0.01,0,-0.1189278457313776,0.0,0.14282096922397614,0.023893123492598534,0.023668980225920677,0.0,0.0,0.27665162086486816
l2,0.0,1.0,0.01,1,-0.12089529819786549,0.0,0.14401620626449585,0.023120908066630363,0.022903921082615852,0.0,0.0,0.3111686706542969
l2,0.0,1.0,0.01,2,-0.12649362161755562,0.0,0.15054839849472046,0.02405477687716484,0.02397826313972473,0.0,0.0,0.30591487884521484
l2,0.0,1.0,0.01,3,-0.11921529099345207,0.0,0.14365245401859283,0.024437163025140762,0.02291199006140232,0.0,0.0,0.4233689308166504
l2,0.0,1.0,0.01,4,-0.13154437020421028,0.0,0.15742692351341248,0.025882553309202194,0.025572339072823524,0.0,0.0,0.4219965934753418
l2,0.01,1.0,0.01,0,-0.11758555099368095,0.0,0.14282096922397614,0.02523541823029518,0.025231214240193367,0.0014116213361652968,0.003248372348025441,0.4638810157775879
l2,0.01,1.0,0.01,1,-0.11954825557768345,0.0,0.14401620626449585,0.0244679506868124,0.024454418569803238,0.0014171265341289113,0.0032535498030483723,0.387406587600708
l2,0.01,1.0,0.01,2,-0.12509905733168125,0.0,0.15054839849472046,0.025449341163039207,0.025599999353289604,0.0015016964959065078,0.00343692465685308,0.39339518547058105
l2,0.01,1.0,0.01,3,-0.11785869114100933,0.0,0.14365245401859283,0.025793762877583504,0.024392593652009964,0.0013340200343355093,0.003070054342970252,0.3822453022003174
l2,0.01,1.0,0.01,4,-0.13007467426359653,0.0,0.15742692351341248,0.02735224924981594,0.027283139526844025,0.0015661633166571534,0.003593588015064597,0.31526923179626465
l2,0.1,1.0,0.01,0,-0.10560307279229164,0.0,0.14282096922397614,0.037217896431684494,0.03942294046282768,0.01088140228223051,0.022905511781573296,0.39177918434143066
l2,0.1,1.0,0.01,1,-0.10748869925737381,0.0,0.14401620626449585,0.03652750700712204,0.038574885576963425,0.010929518363709008,0.022959498688578606,0.38442087173461914
l2,0.1,1.0,0.01,2,-0.11258911713957787,0.0,0.15054839849472046,0.03795928135514259,0.04040691629052162,0.011590588548856147,0.02427828684449196,0.34572553634643555
l2,0.1,1.0,0.01,3,-0.10577521845698357,0.0,0.14365245401859283,0.03787723556160927,0.037830203771591187,0.01028364191964016,0.021647123619914055,0.355363130569458
l2,0.1,1.0,0.01,4,-0.11692917719483376,0.0,0.15742692351341248,0.04049774631857872,0.04286636784672737,0.012080918510840945,0.025363802909851074,0.35947442054748535
l2,1.0,1.0,0.01,0,-0.04236822575330734,0.0,0.14282096922397614,0.10045274347066879,0.11807951331138611,0.01888034415616494,0.02484253980219364,0.35981154441833496
l2,1.0,1.0,0.01,1,-0.04333403706550598,0.0,0.14401620626449585,0.10068216919898987,0.11735125631093979,0.019019680898682053,0.025013605132699013,0.33268141746520996
l2,1.0,1.0,0.01,2,-0.04562152922153473,0.0,0.15054839849472046,0.10492686927318573,0.1236300989985466,0.020264008778607602,0.026628630235791206,0.3224222660064697
l2,1.0,1.0,0.01,3,-0.04235069453716278,0.0,0.14365245401859283,0.10130175948143005,0.11218073964118958,0.017854941670993867,0.02348976582288742,0.37209343910217285
l2,1.0,1.0,0.01,4,-0.04713461548089981,0.0,0.15742692351341248,0.11029230803251266,0.12988215684890747,0.02104646151078032,0.027673589065670967,0.34295225143432617
l2,10.0,1.0,0.01,0,-0.005476310849189758,0.0,0.14282096922397614,0.13734465837478638,0.16630300879478455,0.003507534955017036,0.003611468244343996,0.345203161239624
l2,10.0,1.0,0.01,1,-0.005615547299385071,0.0,0.14401620626449585,0.13840065896511078,0.16593492031097412,0.003541766435628233,0.0036466934252530336,0.386521577835083
l2,10.0,1.0,0.01,2,-0.005933329463005066,0.0,0.15054839849472046,0.1446150690317154,0.1754017025232315,0.0037893059767375235,0.0039015242364257574,0.35332560539245605
l2,10.0,1.0,0.01,3,-0.005471259355545044,0.0,0.14365245401859283,0.1381811946630478,0.1577889323234558,0.0033212091118039098,0.003419608110561967,0.35094332695007324
l2,10.0,1.0,0.01,4,-0.006111696362495422,0.0,0.15742692351341248,0.15131522715091705,0.18364597856998444,0.003923622241039993,0.004039849620312452,0.33939099311828613
l2,100.0,1.0,0.01,0,-0.0005638152360916138,0.0,0.14282096922397614,0.14225715398788452,0.17285695672035217,0.0003758330232230946,0.0003765826113522053,0.4087824821472168
l2,100.0,1.0,0.01,1,-0.0005782991647720337,0.0,0.14401620626449585,0.14343790709972382,0.17255324125289917,0.0003796297297812998,0.00038038688944652677,0.3096647262573242
l2,100.0,1.0,0.01,2,-0.0006113201379776001,0.0,0.15054839849472046,0.14993707835674286,0.18248337507247925,0.0004064186480245553,0.0004072291776537895,0.39960527420043945
l2,100.0,1.0,0.01,3,-0.0005632638931274414,0.0,0.14365245401859283,0.1430891901254654,0.16399498283863068,0.00035595615120837464,0.00035666610347107053,0.3989593982696533
l2,100.0,1.0,0.01,4,-0.0006294697523117065,0.0,0.15742692351341248,0.15679745376110077,0.19097809493541718,0.0004206344812409952,0.0004214734071865678,0.33896827697753906
ewc,0.0,1.0,0.01,0,-0.1189278457313776,0.0,0.14282096922397614,0.023893123492598534,0.023668980225920677,0.0,0.0,0.32008814811706543
ewc,0.0,1.0,0.01,1,-0.12089529819786549,0.0,0.14401620626449585,0.023120908066630363,0.022903921082615852,0.0,0.0,0.31430721282958984
ewc,0.0,1.0,0.01,2,-0.12649362161755562,0.0,0.15054839849472046,0.02405477687716484,0.02397826313972473,0.0,0.0,0.40980029106140137
ewc,0.0,1.0,0.01,3,-0.11921529099345207,0.0,0.14365245401859283,0.024437163025140762,0.02291199006140232,0.0,0.0,0.3718528747558594
ewc,0.0,1.0,0.01,4,-0.13154437020421028,0.0,0.15742692351341248,0.025882553309202194,0.025572339072823524,0.0,0.0,0.43782830238342285
ewc,0.01,1.0,0.01,0,-0.11891969852149487,0.0,0.14282096922397614,0.02390127070248127,0.023678386583924294,8.728514657549369e-06,2.0329518520156853e-05,0.47757387161254883
ewc,0.01,1.0,0.01,1,-0.12088697776198387,0.0,0.14401620626449585,0.023129228502511978,0.022913368418812752,8.92680629382231e-06,2.0713297999463975e-05,0.4571993350982666
ewc,0.01,1.0,0.01,2,-0.1264851875603199,0.0,0.15054839849472046,0.02406321093440056,0.023987997323274612,9.334116627228717e-06,2.158289498765953e-05,0.38133811950683594
ewc,0.01,1.0,0.01,3,-0.11920700967311859,0.0,0.14365245401859283,0.024445444345474243,0.022920958697795868,8.380625368698435e-06,1.947724013007246e-05,0.36939525604248047
ewc,0.01,1.0,0.01,4,-0.13153424486517906,0.0,0.15742692351341248,0.025892678648233414,0.025584036484360695,1.1081910475032152e-05,2.5691610062494874e-05,0.3496427536010742
ewc,0.1,1.0,0.01,0,-0.11884637735784054,0.0,0.14282096922397614,0.023974591866135597,0.023763073608279228,8.712968389577469e-05,0.00020280713215470314,0.39282774925231934
ewc,0.1,1.0,0.01,1,-0.12081204913556576,0.0,0.14401620626449585,0.023204157128930092,0.022998452186584473,8.911401616206183e-05,0.00020665208285208791,0.35312485694885254
ewc,0.1,1.0,0.01,2,-0.12640927731990814,0.0,0.15054839849472046,0.024139121174812317,0.02407563105225563,9.317894727173926e-05,0.0002153243258362636,0.41512227058410645
ewc,0.1,1.0,0.01,3,-0.11913244798779488,0.0,0.14365245401859283,0.02452000603079796,0.023001693189144135,8.365905069042246e-05,0.00019431239343248308,0.39174461364746094
ewc,0.1,1.0,0.01,4,-0.13144309259951115,0.0,0.15742692351341248,0.02598383091390133,0.025689348578453064,0.00011060134634143593,0.0002562371955718845,0.3902716636657715
ewc,1.0,1.0,0.01,0,-0.118112338706851,0.0,0.14282096922397614,0.02470863051712513,0.02461199462413788,0.0008559650883823231,0.001980120548978448,0.4325833320617676
ewc,1.0,1.0,0.01,1,-0.12006169930100441,0.0,0.14401620626449585,0.02395450696349144,0.023851672187447548,0.0008759304094820841,0.0020192041993141174,0.3316223621368408
ewc,1.0,1.0,0.01,2,-0.125648844987154,0.0,0.15054839849472046,0.024899553507566452,0.024954669177532196,0.0009157793012290832,0.0021036171820014715,0.33144259452819824
ewc,1.0,1.0,0.01,3,-0.11838595196604729,0.0,0.14365245401859283,0.025266502052545547,0.02381117083132267,0.0008220647879194693,0.0018978914013132453,0.4324164390563965
ewc,1.0,1.0,0.01,4,-0.1305300761014223,0.0,0.15742692351341248,0.026896847411990166,0.02674589864909649,0.001084555285465189,0.002495734253898263,0.3639793395996094
ewc,10.0,1.0,0.01,0,-0.11078337952494621,0.0,0.14282096922397614,0.03203758969902992,0.03318195790052414,0.007217656457494314,0.01575007289648056,0.38968825340270996
ewc,10.0,1.0,0.01,1,-0.11254260316491127,0.0,0.14401620626449585,0.03147360309958458,0.03249991312623024,0.007414968690643633,0.01614496484398842,0.39738035202026367
ewc,10.0,1.0,0.01,2,-0.11801371350884438,0.0,0.15054839849472046,0.03253468498587608,0.0338810533285141,0.007747415380134214,0.01680922880768776,0.39534831047058105
ewc,10.0,1.0,0.01,3,-0.11092597246170044,0.0,0.14365245401859283,0.032726481556892395,0.03200318291783333,0.006942500393760639,0.015131140127778053,0.32817506790161133
ewc,10.0,1.0,0.01,4,-0.12139610201120377,0.0,0.15742692351341248,0.03603082150220871,0.03745720908045769,0.008983055707797461,0.01938578486442566,0.3803443908691406
ewc,100.0,1.0,0.01,0,-0.06066214293241501,0.0,0.14282096922397614,0.08215882629156113,0.094542495906353,0.020865918011860687,0.03175940364599228,0.3876814842224121
ewc,100.0,1.0,0.01,1,-0.0603879913687706,0.0,0.14401620626449585,0.08362821489572525,0.09542851895093918,0.02117868981833908,0.031819961965084076,0.34953880310058594
ewc,100.0,1.0,0.01,2,-0.06466013938188553,0.0,0.15054839849472046,0.08588825911283493,0.09921544045209885,0.0224215556455124,0.033893145620822906,0.35803937911987305
ewc,100.0,1.0,0.01,3,-0.05977542698383331,0.0,0.14365245401859283,0.08387702703475952,0.09105387330055237,0.019834648427023694,0.02995380200445652,0.3593943119049072
ewc,100.0,1.0,0.01,4,-0.06176748871803284,0.0,0.15742692351341248,0.09565943479537964,0.1108991801738739,0.023050631109339064,0.03370344638824463,0.33351778984069824
none,0.0,1.0,0.05,0,-0.000520178169040264,0.0,0.0005207724752835929,5.943062433289015e-07,4.218854030568764e-07,0.0,0.0,0.2860088348388672
none,0.0,1.0,0.05,1,-0.00044557182599191947,0.0,0.00044594259816221893,3.707721702994604e-07,2.6934279162560415e-07,0.0,0.0,0.3583693504333496
none,0.0,1.0,0.05,2,-0.00048446543928548635,0.0,0.00048498500837013125,5.195690846448997e-07,3.7835269495190005e-07,0.0,0.0,0.3103947639465332
none,0.0,1.0,0.05,3,-0.0003854391795243828,0.0,0.0003858022391796112,3.63059655228426e-07,2.6677994924284576e-07,0.0,0.0,0.2962610721588135
none,0.0,1.0,0.05,4,-0.0005133174574041277,0.0,0.0005137648549862206,4.4739758209288993e-07,3.2154181894838985e-07,0.0,0.0,0.28998565673828125
l2,0.0,1.0,0.05,0,-0.000520178169040264,0.0,0.0005207724752835929,5.943062433289015e-07,4.218854030568764e-07,0.0,0.0,0.32396936416625977
